age,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,marital_married,marital_single,marital_unknown,job_encoded,education_encoded,poutcome_encoded,was_previously_contacted,true_label,predicted
48,0.0,1.0,1.0,1,8,5,21,1,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,4.0,6,1,0,0,1
55,0.0,1.0,0.0,1,7,3,127,1,0,1.4,93.918,-42.7,4.962,5228.1,False,False,False,4.0,4,1,0,0,1
58,0.0,0.0,0.0,1,5,5,90,1,0,-1.8,92.893,-46.2,1.313,5099.1,False,True,False,8.0,6,1,0,0,1
28,0.0,0.0,0.0,0,5,1,185,5,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,5.0,5,1,0,0,1
34,0.0,1.0,0.0,1,8,5,201,1,0,1.4,93.444,-36.1,4.966,5228.1,True,False,False,7.0,5,1,0,0,1
44,0.0,1.0,1.0,1,7,3,164,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,4.0,4,1,0,0,1
35,0.0,0.0,0.0,1,8,2,218,4,0,1.4,93.444,-36.1,4.966,5228.1,False,True,False,7.0,6,1,0,0,1
33,0.0,1.0,1.0,0,5,5,58,2,0,1.1,93.994,-36.4,4.864,5191.0,False,True,False,3.0,3,1,0,0,1
25,0.0,1.0,0.0,1,7,2,94,4,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,3.0,4,1,0,0,1
30,0.0,0.0,1.0,1,5,5,154,2,0,-1.8,92.893,-46.2,1.313,5099.1,False,True,False,4.0,4,1,0,0,1
51,0.0,0.0,0.0,0,5,2,253,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,4.0,2,1,0,0,1
40,0.0,0.0,0.0,0,5,3,172,2,0,1.1,93.994,-36.4,4.858,5191.0,False,False,False,4.0,4,1,0,0,1
31,0.0,0.0,0.0,1,7,2,364,2,0,1.4,93.918,-42.7,4.961,5228.1,False,True,False,5.0,4,1,0,0,1
32,0.0,1.0,0.0,1,11,3,186,1,0,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,4.0,5,1,0,0,1
52,0.0,0.0,0.0,1,5,3,423,1,1,-1.8,92.893,-46.2,1.281,5099.1,True,False,False,4.0,3,0,0,0,1
55,0.0,1.0,0.0,1,11,1,389,1,0,-0.1,93.2,-42.0,4.191,5195.8,False,True,False,4.0,6,1,0,0,1
33,0.0,0.0,0.0,1,8,4,155,5,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,7.0,5,1,0,0,1
25,0.0,1.0,0.0,0,6,3,54,3,0,1.4,94.465,-41.8,4.962,5228.1,False,True,False,4.0,4,1,0,0,1
36,0.0,1.0,0.0,1,7,4,171,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,8.0,-1,1,0,0,1
39,0.0,1.0,0.0,1,3,2,310,1,0,-1.8,92.843,-50.0,1.51,5099.1,True,False,False,4.0,4,1,0,0,1
31,0.0,0.0,0.0,1,7,1,131,3,0,1.4,93.918,-42.7,4.96,5228.1,False,True,False,6.0,3,1,0,0,1
43,0.0,0.0,0.0,1,8,4,160,1,0,-2.9,92.201,-31.4,0.873,5076.2,True,False,False,7.0,6,1,0,0,1
32,0.0,1.0,0.0,0,12,3,135,3,1,-3.0,92.713,-33.0,0.715,5023.5,True,False,False,0.0,4,0,0,0,1
34,0.0,1.0,1.0,1,11,4,125,2,0,-0.1,93.2,-42.0,4.076,5195.8,False,True,False,8.0,6,1,0,0,1
51,0.0,1.0,1.0,0,5,5,243,3,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,9.0,6,1,0,0,1
30,0.0,1.0,0.0,1,8,4,81,5,0,1.4,93.444,-36.1,4.962,5228.1,True,False,False,7.0,4,1,0,0,1
49,0.0,1.0,1.0,0,5,5,108,1,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,4.0,4,1,0,0,1
46,0.0,0.0,0.0,1,5,3,174,3,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,4.0,4,1,0,0,1
26,0.0,0.0,0.0,1,7,5,199,1,0,1.4,93.918,-42.7,4.957,5228.1,True,False,False,3.0,3,1,0,0,1
37,0.0,0.0,0.0,1,5,5,395,1,1,-1.8,92.893,-46.2,1.313,5099.1,True,False,False,5.0,6,0,0,0,1
27,0.0,1.0,0.0,1,5,1,156,1,0,-1.8,92.893,-46.2,1.299,5099.1,False,True,False,4.0,4,1,0,0,1
33,0.0,1.0,0.0,1,8,2,68,1,0,1.4,93.444,-36.1,4.966,5228.1,True,False,False,7.0,4,1,0,0,1
35,0.0,0.0,0.0,1,11,2,72,1,0,-0.1,93.2,-42.0,4.153,5195.8,True,False,False,4.0,4,1,0,0,1
27,0.0,0.0,0.0,0,7,2,68,3,0,1.4,93.918,-42.7,4.961,5228.1,False,True,False,3.0,2,1,0,0,1
39,0.0,1.0,0.0,0,6,3,155,1,0,1.4,94.465,-41.8,4.958,5228.1,True,False,False,7.0,3,1,0,0,1
31,0.0,1.0,0.0,1,5,2,213,6,0,-1.8,92.893,-46.2,1.291,5099.1,True,False,False,4.0,4,1,0,0,1
35,0.0,1.0,1.0,0,5,2,6,2,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,4,1,0,0,1
36,0.0,0.0,0.0,1,11,2,101,5,0,-0.1,93.2,-42.0,4.153,5195.8,True,False,False,3.0,1,1,0,0,1
33,0.0,1.0,0.0,1,4,4,239,1,0,-1.8,93.075,-47.1,1.365,5099.1,True,False,False,4.0,4,1,0,0,1
46,0.0,0.0,0.0,0,6,5,464,1,0,1.4,94.465,-41.8,4.967,5228.1,False,True,False,5.0,4,1,0,0,1
40,0.0,0.0,0.0,1,4,5,368,6,1,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,4.0,4,0,0,0,1
39,0.0,1.0,1.0,1,5,3,312,1,1,-1.8,92.893,-46.2,1.281,5099.1,True,False,False,3.0,4,0,0,0,1
48,0.0,1.0,0.0,1,8,4,122,1,0,1.4,93.444,-36.1,4.968,5228.1,True,False,False,3.0,3,1,0,0,1
39,0.0,0.0,1.0,0,5,5,229,3,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,6.0,4,1,0,0,1
35,0.0,0.0,0.0,1,7,4,207,3,0,1.4,93.918,-42.7,4.968,5228.1,True,False,False,7.0,5,1,0,0,1
31,0.0,1.0,0.0,1,11,5,95,2,0,-0.1,93.2,-42.0,4.021,5195.8,True,False,False,7.0,5,1,0,0,1
30,0.0,0.0,0.0,0,5,4,221,2,0,1.1,93.994,-36.4,4.86,5191.0,True,False,False,8.0,6,1,0,0,1
53,0.0,1.0,1.0,0,5,1,579,1,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,7.0,5,1,0,0,1
35,0.0,0.0,0.0,1,7,3,128,2,0,1.4,93.918,-42.7,4.962,5228.1,False,True,False,7.0,6,1,0,0,1
46,0.0,0.0,0.0,1,4,2,332,3,0,-1.8,93.075,-47.1,1.423,5099.1,False,False,False,3.0,3,1,0,0,1
47,0.0,0.0,0.0,0,5,2,195,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,8.0,5,1,0,0,1
36,0.0,0.0,0.0,0,5,1,227,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,6,1,0,0,1
33,0.0,1.0,0.0,0,6,2,114,3,0,1.4,94.465,-41.8,4.864,5228.1,False,True,False,3.0,3,1,0,0,1
54,0.0,1.0,0.0,0,6,1,111,2,0,1.4,94.465,-41.8,4.947,5228.1,False,False,False,7.0,3,1,0,0,1
30,0.0,1.0,0.0,1,7,4,347,5,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,3.0,1,1,0,0,1
54,0.0,1.0,0.0,1,8,4,109,2,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,3.0,1,1,0,0,1
66,0.0,0.0,0.0,1,8,3,174,1,0,-2.9,92.201,-31.4,0.879,5076.2,True,False,False,9.0,2,1,0,0,1
37,0.0,1.0,0.0,0,5,3,178,1,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,4.0,4,1,0,0,1
36,0.0,1.0,0.0,0,6,5,21,3,0,1.4,94.465,-41.8,4.959,5228.1,True,False,False,4.0,4,1,0,0,1
37,0.0,0.0,0.0,1,5,2,89,1,0,-1.8,92.893,-46.2,1.266,5099.1,False,True,False,7.0,5,1,0,0,1
39,0.0,1.0,0.0,1,7,3,327,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,4.0,2,1,0,0,1
61,0.0,1.0,0.0,1,4,2,930,4,0,-1.8,93.749,-34.6,0.642,5008.7,True,False,False,9.0,4,1,0,0,1
34,0.0,1.0,0.0,1,8,2,298,2,0,-1.7,94.027,-38.3,0.886,4991.6,True,False,False,3.0,3,1,0,0,1
58,0.0,0.0,0.0,0,5,2,342,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,8.0,2,1,0,0,1
40,0.0,1.0,0.0,0,5,3,285,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,4,1,0,0,1
41,0.0,1.0,0.0,1,5,1,222,3,0,-1.8,92.893,-46.2,1.244,5099.1,False,True,False,7.0,4,1,0,0,1
35,0.0,0.0,0.0,1,5,5,270,2,0,-1.8,92.893,-46.2,1.313,5099.1,True,False,False,6.0,6,1,0,0,1
26,0.0,1.0,0.0,1,7,3,505,2,0,1.4,93.918,-42.7,4.963,5228.1,False,True,False,3.0,5,1,0,0,1
42,0.0,1.0,0.0,0,5,2,254,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,6,1,0,0,1
56,0.0,1.0,0.0,1,4,1,529,3,0,-1.8,93.075,-47.1,1.405,5099.1,False,False,False,9.0,6,1,0,0,1
48,0.0,0.0,0.0,1,11,2,137,1,0,-0.1,93.2,-42.0,4.153,5195.8,True,False,False,5.0,6,1,0,0,1
33,0.0,0.0,0.0,1,4,5,426,5,1,-1.8,93.075,-47.1,1.405,5099.1,False,True,False,4.0,6,0,0,0,1
41,0.0,1.0,0.0,1,5,4,220,1,0,-1.8,92.893,-46.2,1.327,5099.1,True,False,False,3.0,2,1,0,0,1
33,0.0,1.0,1.0,1,8,4,66,6,0,1.4,93.444,-36.1,4.962,5228.1,False,True,False,4.0,6,1,0,0,1
50,0.0,0.0,0.0,1,8,4,84,11,0,1.4,93.444,-36.1,4.962,5228.1,False,False,False,4.0,6,1,0,0,1
54,0.0,1.0,0.0,0,5,2,234,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,9.0,4,1,0,0,1
42,0.0,1.0,0.0,1,7,4,253,1,0,1.4,93.918,-42.7,4.968,5228.1,True,False,False,8.0,3,1,0,0,1
31,0.0,1.0,0.0,1,7,1,68,9,0,1.4,93.918,-42.7,4.96,5228.1,False,True,False,4.0,6,1,0,0,1
44,0.0,0.0,0.0,0,5,3,206,1,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,4.0,4,1,0,0,1
34,0.0,0.0,1.0,1,7,2,215,2,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,3.0,3,1,0,0,1
37,0.0,1.0,0.0,1,5,4,71,1,1,-1.8,92.893,-46.2,1.266,5099.1,True,False,False,3.0,4,0,0,0,1
37,0.0,1.0,0.0,0,6,4,52,1,0,1.4,94.465,-41.8,4.866,5228.1,True,False,False,4.0,4,1,0,0,1
43,0.0,1.0,0.0,1,8,5,213,2,0,1.4,93.444,-36.1,4.963,5228.1,False,True,False,4.0,6,1,0,0,1
34,0.0,1.0,0.0,0,5,2,179,5,0,-1.8,92.893,-46.2,1.291,5099.1,False,True,False,1.0,4,1,0,0,1
35,0.0,0.0,0.0,0,5,3,39,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,2,1,0,0,1
45,0.0,0.0,0.0,0,6,1,71,2,0,1.4,94.465,-41.8,4.865,5228.1,True,False,False,4.0,3,1,0,0,1
30,0.0,1.0,0.0,1,11,4,329,2,0,-0.1,93.2,-42.0,4.076,5195.8,True,False,False,5.0,5,1,0,0,1
31,0.0,1.0,0.0,1,5,4,165,2,0,-1.8,92.893,-46.2,1.266,5099.1,False,True,False,8.0,6,1,0,0,1
36,0.0,0.0,0.0,0,6,1,98,1,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,4.0,4,1,0,0,1
46,0.0,1.0,0.0,0,11,2,18,1,1,-1.1,94.767,-50.8,1.047,4963.6,True,False,False,4.0,3,0,0,0,1
38,0.0,1.0,0.0,0,5,3,23,16,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,4.0,4,1,0,0,1
50,0.0,1.0,0.0,0,6,2,135,1,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,8.0,4,1,0,0,1
50,0.0,1.0,0.0,1,7,4,221,1,0,1.4,93.918,-42.7,4.968,5228.1,True,False,False,8.0,6,1,0,0,1
57,0.0,0.0,0.0,1,7,1,194,3,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,4.0,3,1,0,0,1
36,0.0,1.0,0.0,1,8,4,270,10,0,1.4,93.444,-36.1,4.962,5228.1,False,False,False,4.0,6,1,0,0,1
23,0.0,1.0,0.0,1,4,1,637,1,0,-1.8,93.075,-47.1,1.405,5099.1,False,True,False,0.0,4,1,0,0,1
40,0.0,1.0,0.0,1,8,2,110,2,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,8.0,6,1,0,0,1
48,0.0,1.0,0.0,0,6,5,493,1,0,1.4,94.465,-41.8,4.959,5228.1,True,False,False,3.0,1,1,0,0,1
36,0.0,1.0,0.0,1,11,3,225,2,0,-0.1,93.2,-42.0,4.12,5195.8,False,False,False,4.0,4,1,0,0,1
42,0.0,1.0,0.0,0,5,3,67,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,6.0,4,1,0,0,1
48,0.0,0.0,0.0,1,8,5,90,3,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,5.0,4,1,0,0,1
44,0.0,0.0,0.0,1,11,3,130,1,1,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,6.0,4,0,0,0,1
39,0.0,0.0,0.0,1,5,1,198,2,0,-1.8,92.893,-46.2,1.354,5099.1,False,True,False,4.0,6,1,0,0,1
30,0.0,1.0,0.0,1,11,3,63,1,0,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,3.0,3,1,0,0,1
58,0.0,0.0,0.0,1,8,2,287,1,0,1.4,93.444,-36.1,4.968,5228.1,True,False,False,7.0,5,1,0,0,1
41,0.0,0.0,1.0,0,5,4,106,1,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,1,1,0,0,1
33,0.0,1.0,0.0,1,5,5,204,3,0,-1.8,92.893,-46.2,1.25,5099.1,True,False,False,6.0,6,1,0,0,1
42,0.0,0.0,1.0,1,4,1,178,5,1,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,3.0,4,0,0,0,1
46,0.0,0.0,0.0,1,5,2,456,1,1,-1.8,92.893,-46.2,1.344,5099.1,True,False,False,3.0,4,0,0,0,1
30,0.0,0.0,0.0,1,6,3,656,1,0,-2.9,92.963,-40.8,1.26,5076.2,False,True,False,4.0,6,1,0,0,1
35,0.0,1.0,0.0,1,8,1,139,3,0,1.4,93.444,-36.1,4.963,5228.1,False,False,False,4.0,6,1,0,0,1
29,0.0,1.0,0.0,1,11,5,38,2,1,-0.1,93.2,-42.0,4.021,5195.8,False,True,False,7.0,5,0,0,0,1
23,0.0,0.0,1.0,1,7,3,190,1,0,1.4,93.918,-42.7,4.963,5228.1,False,True,False,4.0,5,1,0,0,1
39,0.0,1.0,0.0,0,5,1,14,32,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,6,1,0,0,1
35,0.0,1.0,0.0,1,11,1,131,2,0,-0.1,93.2,-42.0,4.191,5195.8,True,False,False,6.0,4,1,0,0,1
47,0.0,0.0,1.0,0,6,3,17,13,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,3.0,-1,1,0,0,1
40,0.0,0.0,1.0,1,5,3,172,1,0,-1.8,92.893,-46.2,1.281,5099.1,False,True,False,4.0,4,1,0,0,1
45,0.0,0.0,1.0,0,5,5,35,3,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,4,1,0,0,1
48,0.0,1.0,0.0,0,6,4,1082,1,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,4.0,6,1,0,0,1
41,0.0,0.0,0.0,1,8,4,84,5,0,1.4,93.444,-36.1,4.962,5228.1,True,False,False,4.0,6,1,0,0,1
57,0.0,0.0,0.0,0,5,1,611,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,9.0,-1,1,0,0,1
45,0.0,1.0,0.0,0,5,2,165,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,3,1,0,0,1
31,0.0,0.0,0.0,1,8,4,40,1,0,1.4,93.444,-36.1,4.963,5228.1,False,True,False,4.0,6,1,0,0,1
37,0.0,0.0,1.0,0,5,5,246,2,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,4.0,3,1,0,0,1
37,0.0,1.0,0.0,0,6,5,94,7,0,1.4,94.465,-41.8,4.959,5228.1,True,False,False,3.0,1,1,0,0,1
27,0.0,1.0,0.0,0,6,2,56,5,0,1.4,94.465,-41.8,4.864,5228.1,False,True,False,3.0,4,1,0,0,1
57,0.0,1.0,0.0,0,4,1,534,3,1,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,5.0,1,0,0,0,1
35,0.0,1.0,0.0,1,5,1,163,1,0,-1.8,92.893,-46.2,1.244,5099.1,False,False,False,4.0,4,1,0,0,1
45,0.0,1.0,0.0,1,8,4,150,3,1,-2.9,92.201,-31.4,0.873,5076.2,False,False,False,4.0,6,0,0,0,1
35,0.0,0.0,0.0,0,6,4,92,1,0,1.4,94.465,-41.8,4.866,5228.1,True,False,False,3.0,3,1,0,0,1
32,0.0,0.0,0.0,1,11,3,79,1,0,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,4.0,4,1,0,0,1
32,0.0,1.0,0.0,1,7,5,47,2,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,1.0,6,1,0,0,1
26,0.0,0.0,0.0,0,5,3,160,1,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,4.0,4,1,0,0,1
43,0.0,1.0,0.0,1,8,3,221,8,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,4.0,6,1,0,0,1
24,0.0,1.0,0.0,0,5,1,153,3,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,5,1,0,0,1
36,0.0,1.0,0.0,1,4,4,466,4,0,-1.8,93.075,-47.1,1.41,5099.1,True,False,False,3.0,-1,1,0,0,1
52,0.0,0.0,0.0,1,5,3,437,4,1,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,3.0,1,0,0,0,1
48,0.0,1.0,0.0,1,11,1,191,2,0,-0.1,93.2,-42.0,4.191,5195.8,False,False,False,4.0,4,1,0,0,1
31,0.0,1.0,0.0,1,8,4,360,3,0,1.4,93.444,-36.1,4.964,5228.1,False,True,False,7.0,5,1,0,0,1
31,0.0,1.0,1.0,1,7,2,656,3,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,3.0,3,1,0,0,1
40,0.0,0.0,0.0,0,6,3,389,5,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,7.0,5,1,0,0,1
29,0.0,1.0,0.0,1,7,4,169,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,6.0,4,1,0,0,1
49,0.0,0.0,0.0,1,5,2,118,1,0,-1.8,92.893,-46.2,1.344,5099.1,True,False,False,3.0,5,1,0,0,1
50,0.0,0.0,0.0,0,5,4,85,6,0,1.1,93.994,-36.4,4.86,5191.0,True,False,False,6.0,3,1,0,0,1
48,0.0,1.0,0.0,1,8,1,40,4,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,4.0,4,1,0,0,1
60,0.0,1.0,1.0,1,7,4,95,4,2,-1.7,94.215,-40.3,0.899,4991.6,True,False,False,9.0,5,2,1,0,1
49,0.0,1.0,0.0,0,5,3,87,1,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,3.0,3,1,0,0,1
37,0.0,0.0,0.0,0,6,4,280,1,0,1.4,94.465,-41.8,4.866,5228.1,True,False,False,3.0,4,1,0,0,1
33,0.0,1.0,0.0,0,5,1,390,3,0,-1.8,92.893,-46.2,1.354,5099.1,True,False,False,7.0,5,1,0,0,1
56,0.0,1.0,0.0,0,5,2,60,6,0,1.1,93.994,-36.4,4.856,5191.0,False,False,False,9.0,4,1,0,0,1
32,0.0,0.0,0.0,1,7,1,167,2,0,1.4,93.918,-42.7,4.96,5228.1,True,False,False,7.0,5,1,0,0,1
45,0.0,1.0,0.0,0,5,3,179,1,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,-1.0,-1,1,0,0,1
34,0.0,0.0,0.0,1,5,5,261,2,1,-1.8,92.893,-46.2,1.313,5099.1,False,True,False,8.0,6,0,0,0,1
51,0.0,0.0,0.0,1,12,4,112,2,0,-3.0,92.713,-33.0,0.714,5023.5,False,False,False,1.0,4,1,0,0,1
34,0.0,1.0,0.0,1,3,2,265,2,0,-1.8,93.369,-34.8,0.652,5008.7,False,True,False,4.0,6,1,0,0,1
37,0.0,0.0,0.0,0,5,1,405,4,0,1.1,93.994,-36.4,4.857,5191.0,False,False,False,3.0,3,1,0,0,1
69,0.0,1.0,0.0,1,8,2,400,3,0,-2.9,92.201,-31.4,0.883,5076.2,True,False,False,3.0,-1,1,0,0,1
29,0.0,1.0,0.0,0,5,5,44,2,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,4,1,0,0,1
33,0.0,1.0,0.0,1,8,1,151,2,0,1.4,93.444,-36.1,4.963,5228.1,False,False,False,1.0,5,1,0,0,1
58,0.0,1.0,0.0,1,4,1,41,3,0,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,4.0,2,1,0,0,1
46,0.0,0.0,1.0,0,5,1,125,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,1,1,0,0,1
49,0.0,0.0,1.0,0,5,4,627,3,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,4,1,0,0,1
30,0.0,0.0,0.0,0,6,2,285,1,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,3.0,1,1,0,0,1
48,0.0,0.0,0.0,1,8,4,1111,3,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,3.0,3,1,0,0,1
38,0.0,0.0,0.0,1,4,5,301,2,0,-1.8,93.075,-47.1,1.405,5099.1,False,True,False,7.0,6,1,0,0,1
36,0.0,1.0,0.0,1,5,2,301,1,0,-1.8,92.893,-46.2,1.344,5099.1,True,False,False,3.0,3,1,0,0,1
49,0.0,1.0,0.0,0,5,2,42,3,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,1,1,0,0,1
43,0.0,1.0,0.0,1,5,1,247,6,0,-1.8,92.893,-46.2,1.299,5099.1,True,False,False,3.0,3,1,0,0,1
37,0.0,1.0,0.0,1,7,3,122,1,0,1.4,93.918,-42.7,4.957,5228.1,False,False,False,4.0,3,1,0,0,1
46,0.0,1.0,0.0,1,7,1,92,2,0,1.4,93.918,-42.7,4.96,5228.1,True,False,False,8.0,6,1,0,0,1
36,0.0,1.0,0.0,1,5,4,31,1,1,-1.8,92.893,-46.2,1.327,5099.1,True,False,False,3.0,3,0,0,0,1
58,0.0,0.0,0.0,0,6,5,15,12,0,1.4,94.465,-41.8,4.959,5228.1,True,False,False,3.0,5,1,0,0,1
32,0.0,0.0,0.0,1,8,4,159,1,0,1.4,93.444,-36.1,4.962,5228.1,False,True,False,8.0,6,1,0,0,1
42,0.0,1.0,1.0,0,5,2,99,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,2,1,0,0,1
30,0.0,0.0,0.0,1,5,1,74,1,0,-1.8,92.893,-46.2,1.244,5099.1,False,True,False,3.0,3,1,0,0,1
30,0.0,0.0,0.0,1,8,4,180,1,0,1.4,93.444,-36.1,4.963,5228.1,False,True,False,4.0,6,1,0,0,1
78,0.0,1.0,0.0,1,11,3,103,1,0,-3.4,92.649,-30.1,0.716,5017.5,True,False,False,9.0,5,1,0,0,1
28,0.0,0.0,1.0,0,7,2,5,1,0,-1.7,94.215,-40.3,0.893,4991.6,False,True,False,7.0,5,1,0,0,1
49,0.0,0.0,0.0,0,5,3,177,3,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,9.0,1,1,0,0,1
52,0.0,0.0,0.0,0,5,4,218,2,0,1.1,93.994,-36.4,4.86,5191.0,True,False,False,1.0,4,1,0,0,1
35,0.0,1.0,0.0,1,7,1,56,1,0,1.4,93.918,-42.7,4.96,5228.1,True,False,False,3.0,1,1,0,0,1
27,0.0,0.0,0.0,0,6,5,471,1,0,1.4,94.465,-41.8,4.967,5228.1,False,True,False,0.0,4,1,0,0,1
37,0.0,1.0,0.0,1,8,1,97,4,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,7.0,5,1,0,0,1
31,0.0,0.0,0.0,0,5,2,203,2,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,3,1,0,0,1
31,0.0,1.0,1.0,1,4,4,102,1,0,-1.8,93.075,-47.1,1.365,5099.1,False,True,False,4.0,6,1,0,0,1
33,0.0,0.0,0.0,1,8,5,335,3,0,1.4,93.444,-36.1,4.966,5228.1,True,False,False,7.0,5,1,0,0,1
37,0.0,1.0,0.0,0,6,4,179,3,0,1.4,94.465,-41.8,4.955,5228.1,False,True,False,4.0,6,1,0,0,1
26,0.0,0.0,1.0,0,6,1,74,1,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,4.0,4,1,0,0,1
36,0.0,0.0,0.0,1,4,2,283,2,0,-1.8,93.075,-47.1,1.423,5099.1,True,False,False,3.0,1,1,0,0,1
31,0.0,1.0,0.0,1,5,2,11,9,0,-1.8,92.893,-46.2,1.344,5099.1,False,True,False,1.0,6,1,0,0,1
32,0.0,1.0,0.0,0,5,3,269,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,7.0,6,1,0,0,1
42,0.0,0.0,0.0,0,6,2,235,3,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,3.0,3,1,0,0,1
49,0.0,1.0,0.0,1,4,5,74,1,1,-1.8,93.075,-47.1,1.479,5099.1,False,False,False,5.0,-1,0,0,0,1
45,0.0,1.0,0.0,0,5,5,240,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,7.0,6,1,0,0,1
45,0.0,0.0,0.0,1,7,2,114,2,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,4.0,6,1,0,0,1
27,0.0,0.0,0.0,1,7,4,113,2,2,-1.7,94.215,-40.3,0.782,4991.6,False,True,False,4.0,4,0,0,0,1
37,0.0,0.0,0.0,0,5,1,96,5,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,4.0,4,1,0,0,1
31,0.0,1.0,0.0,1,11,1,37,1,0,-0.1,93.2,-42.0,4.191,5195.8,True,False,False,8.0,6,1,0,0,1
35,0.0,0.0,0.0,0,11,2,52,1,0,-0.1,93.2,-42.0,4.153,5195.8,False,True,False,8.0,6,1,0,0,1
38,0.0,1.0,0.0,1,5,3,198,1,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,3.0,4,1,0,0,1
37,0.0,1.0,1.0,1,11,5,312,3,1,-0.1,93.2,-42.0,4.021,5195.8,True,False,False,3.0,3,0,0,0,1
30,0.0,1.0,0.0,1,11,2,92,1,1,-0.1,93.2,-42.0,4.153,5195.8,True,False,False,4.0,4,0,0,0,1
